tokenId,name,image_url,json_url,size,relatedProject,creator,maxClaimed,price,EXP,RevealDate
100061,Land Transporter,https://www.arweave.net/5mTth3jZx3ob1xLuXT_ABaKuc9882kQHQL6HLisZh30?ext=png,https://www.arweave.net/wkCh4XhPZetNYCeElicINEqpeOqVybjxIumoW4ll0gc,"[1,1,1]",PHI,ta2nb,999999999,0,2000,2022/11/01
100062,Picnic,https://www.arweave.net/PBPS_HY30AjdfSQ5p351JRFLV5fIqvfHCyfKz8XpzLo?ext=png,https://www.arweave.net/BWaDh4psU63y0vzxKE1cvwvsqWjuaDp6JDPXM-SIagU,"[8,8,0]",PHI,eBoy,999999999,0,2000,2022/11/01
100101,Dungeon Baseplate,https://www.arweave.net/hL6XRZTw-DfVHEpzUux4_CvKoeH9B-_jfhE41X6asrs?ext=png,https://www.arweave.net/PmN1Z0hUWmbAr0qjWNjdRe0-B56mA1bSLHDLZNFRY_I,"[8,8,0]",PHI Quest,eBoy,999999999,0,1000,2022/11/18
100102,Dungeon Wallpaper,https://www.arweave.net/LtcQmcO0gSV5Zda-CKTbxPS0bHT4xczJqCjj8Zh08gA?ext=png,https://www.arweave.net/N3d0-P_bzy0s1l2Jfgel3x4LxpJPYkjjZGOKEsgLy9o,"[8,8,0]",PHI Quest,eBoy,999999999,0,1000,2022/11/18
100103,Dungeon Ethereum Chess Piece,https://www.arweave.net/I3tyGWkTNQuXbiz_y_KYM3R5uK-yvA8vMLAS4u1t_L4?ext=png,https://www.arweave.net/tSkNKYHf_hW7d4KNZyUG7KX_rRYk703epM6OBqlekKg,"[1,1,2]",PHI Quest,eBoy,999999999,0,1000,2022/11/18
100201,ENS Chess Piece,https://www.arweave.net/YDHMywfBfmmCqA_Olas5FnlrQEYILbyXiIt1oFtA07k?ext=png,https://www.arweave.net/dKf9HLNhO7pBO5U72BSilFQ_wdWl3DpDzXKbNZdjasA,"[1,1,2]",ENS,eBoy,999999999,0,1500,2022/11/01
100301,ETH Signboard,https://www.arweave.net/2Jd0UKtniQgAeG8x5aq71oTXQ9KYOVa33mbtsIibpm0?ext=png,https://www.arweave.net/NUce-3QzmzfYVmgtCnhfNbASGW-rVLjepZUuZ9F00wU,"[1,1,2]",Ethereum,ta2nb,999999999,0,1000,2022/11/01
100302,ETH Motorbike,https://www.arweave.net/NTp6aGE_oMwm7Z3KOzY9BzNmO3esn7gY9IxkcxlttTY?ext=png,https://www.arweave.net/Ez9eHkgRfXsp1tM9cGmo2ZTTIzVp4lCDGt4DWIDtFnI,"[1,1,1]",Ethereum,ta2nb,999999999,0,1000,2022/11/01
100303,ETH People,https://www.arweave.net/LwntNGvjf-7i-JO27UjwTFSmfBsBVnv7GwRUfShXHk0?ext=png,https://www.arweave.net/jUY2MYLgzReTqpvZGoUC9lcC-YB6JW7mfhX6N9Ba8VI,"[1,1,1]",Ethereum,ta2nb,999999999,0,1000,2022/11/01
100304,ETH Truck,https://www.arweave.net/YwgzkJS1EPKk4BJ7Ubv1ZFCP5o35M9t_Sgnsl0djKls?ext=png,https://www.arweave.net/MjI1mvs0Khfe14Q5XAS7JlN6qlK1CzYf9JktGksR5UE,"[1,2,1]",Ethereum,ta2nb,999999999,0,2000,2022/11/01
100305,ETH Building,https://www.arweave.net/IdmYW-nk9MR8zzzFmPogrjyLEfc3CWmX-9H39J4ZdNc?ext=png,https://www.arweave.net/2mymBZvYCCjLyR4VnMl7FFM2yHywWxrI_gU81lGBFEk,"[2,2,4]",Ethereum,ta2nb,999999999,0,2000,2022/11/01
100321,Gas Truck,https://www.arweave.net/y0PJCm8-vhkqj1QwXM5ISPS0UBcudE6L58-xXqKRBLs?ext=png,https://www.arweave.net/MaXWAp20TrAu_5m-jGJ_hm2YGW_yk9pcWW0uyLERFVk,"[1,2,2]",Ethereum,ta2nb,999999999,0,2000,2022/11/01
100322,Gas Station,https://www.arweave.net/r_Ung3ta2fiDZNXFMt9co0hy6WEo0maF_5gMAv-mnKI?ext=png,https://www.arweave.net/LWeGkYLVswr-CC6dnjJ_U-f_YOLy5mdHqbLNNJ5T_Eg,"[2,2,2]",Ethereum,ta2nb,999999999,0,2000,2022/11/01
100331,2016 Monument,https://www.arweave.net/fKnm4_AmFNYMLTdHkE4j7RApI2B04Ps1P64MWQW9RoQ?ext=png,https://www.arweave.net/II-nhyeO_B3z_0zy_C-aE9rHqyxybJZm2KqDQu4hFJc,"[1,2,1]",Ethereum,ta2nb,999999999,0,3000,2022/11/01
100332,2018 Monument,https://www.arweave.net/p4uN-w88bRWOxN-p2IUVHzrRtO5COrv9RiDhL4ZHw9I?ext=png,https://www.arweave.net/HYG7FQ3KmI1PsOH4XrPNsSP0G_Gmvtvmz7zT7A38OnY,"[1,2,2]",Ethereum,ta2nb,999999999,0,2000,2022/11/01
100333,2020 Monument,https://www.arweave.net/hVLFftFlZ3yP3MgAcJo_dLkKhEebZ20CXQfWf-MUXYg?ext=png,https://www.arweave.net/Rq1L6Q98hp5lTb3YEFkyZ5Tv8lYFeasfwFlyIF9eGpo,"[1,2,2]",Ethereum,ta2nb,999999999,0,1000,2022/11/01
100401,USDC Seesaw,https://www.arweave.net/01l3Yp7RUlbcRbPYQX1CIeSoHO0gFwccmvY2Oxi9RKs?ext=png,https://www.arweave.net/U3ooMN_frXu6zjPQWEh9I0nQ2Kj6QemsrIlL1Y0BJnk,"[1,2,2]",USDC,eBoy,999999999,0,1000,2022/11/01
100402,USDC Card Tower,https://www.arweave.net/FGrozgTeLBDJPTRRGu_WxuX_iFdOB-BI9a6GS4w-UjE?ext=png,https://www.arweave.net/bzh9IVyF0_f3tSNDQaiAHPWYi-PoSnHH5Sl33Kx3uS4,"[2,1,5]",USDC,eBoy,999999999,0,1000,2022/11/01
100403,USDC Jenga Building,https://www.arweave.net/UelrY3o4ETUH3wewElgW4jA8RwKjiQFOSphL-iKrxFc?ext=png,https://www.arweave.net/NFfUagdyEC-zWd3IRMrhmwimv4mkM3yw3FQTOGGMM38,"[2,1,5]",USDC,eBoy,999999999,0,2000,2022/11/01
100501,Uniswap Chess Piece,https://www.arweave.net/WSFxg0pZa4D4nx_UtmgHe1-yw3KiUwb6J2IdIoWmaQA?ext=png,https://www.arweave.net/nQi8Nr4ypLrsQN_p37IA034mJsKErjqruJkEzX1aIB4,"[1,1,2]",Uniswap,eBoy,999999999,0,1000,2022/11/01
100502,Uniswap Motorbike,https://www.arweave.net/W8GQNC-gFLkSJqic0o254TAfP9mgAWaKnEIVP_gVXyM?ext=png,https://www.arweave.net/D2ugYr0CT0AIUGTCF9_v_Bc9BskupKb-02PHmxQN9r8,"[1,2,1]",Uniswap,eBoy,999999999,0,1000,2022/11/01
100503,Uniswap Building,https://www.arweave.net/kmcqhB7nd6yzEaCPTos3mGBPUU_QBecpeTD-re3mF4c?ext=png,https://www.arweave.net/Hdyu_jzYZnIW3gV3QWvfbmUj_K2U92-_18SDB0c3wz0,"[2,2,6]",Uniswap,eBoy,999999999,0,2000,2022/11/01
100504,Uniswap Ferris Wheel,https://www.arweave.net/HM3MHH6A1UwTgPKSeNrfkClqA8ZY3iKEaksmA2hFId8?ext=png,https://www.arweave.net/CpPBY0eBwPeB7mr5eEi4Lm6zdRvYAz-MoguFrLEBmcw,"[2,1,4]",Uniswap,eBoy,999999999,0,3000,2022/11/01
100505,DAI Pool,https://www.arweave.net/ZOXjxFvA4iyrZV0dgEWI9GIGlwt327NZNx5NQv9EsSg?ext=png,https://www.arweave.net/vhHniZ-npfQqh3uCVJPkCY4XODfOlag9Z4bGTqyBp-c,"[1,1,1]",Uniswap,ta2nb,999999999,0,1000,2022/11/01
100506,DAI Car,https://www.arweave.net/P_OI94kzaxMXHZ0sNTqKtHLuAo6bpiZNj1QBwxDYXBg?ext=png,https://www.arweave.net/Xns9CeQDB7J1KSUSpjBTxn1h79jma28KGjk49ZC9bRU,"[1,2,1]",Uniswap,ta2nb,999999999,0,1000,2022/11/01
100507,DAI Liquidity Pool,https://www.arweave.net/YDXqu55dvGYmGjfV7Ca6wW-vO4qw2A2whtnU-FBDHIE?ext=png,https://www.arweave.net/EOdtpPgDkKA30Q-kRp816K7IszSuilmShKMz_x5eDSI,"[2,2,2]",Uniswap,ta2nb,999999999,0,2000,2022/11/01
100508,Uniswap Vehicle,https://www.arweave.net/f35pPL1mqjZNLiZLw2rjQFs4jADkVOOOVGypw34lo0Y?ext=png,https://www.arweave.net/ez-FEUgwiHszmPlTKDaSPN9Mt8FACmyWR3JMwBGr-NE,"[1,2,1]",Uniswap,eBoy,999999999,0,2000,2022/11/01
100509,Uniswap Windmill,https://www.arweave.net/Y9CmqmfhqbHjwVCfNOxLibvykvEtwJhM_5SPnznQoVI?ext=png,https://www.arweave.net/FwI-HW2xk-ZIqYIDYWVb21Vce-f4SfU9g2wMsaRSJOo,"[2,2,4]",Uniswap,eBoy,999999999,0,3000,2022/11/01
100601,OpenSea Ship,https://www.arweave.net/_uyNSt0UddFRorVsZih8TzUcyzZKUvSH4Zx5WPTh4qA?ext=png,https://www.arweave.net/ENmwPXLT6dWR2QOxIFRx1bonYsd1v01c0-k0kqWli7A,"[2,2,2]",OpenSea,eBoy,999999999,0,1000,2022/11/01
100602,OpenSea Chess Piece,https://www.arweave.net/4DcxM_aT37lEe1HDS4bktXOzrbGF13fEr0R4BbJ_YoA?ext=png,https://www.arweave.net/RHAYwE9RS16swGRwtENEZjY9RipwWcBKFXCBNgMNu_M,"[1,1,2]",OpenSea,ta2nb,999999999,0,1000,2022/11/01
100603,OpenSea Boat,https://www.arweave.net/ikyTxzdqFLtGiiEkM7x2MM-gL_WRYr4Qmp8WH-6Y7Nk?ext=png,https://www.arweave.net/pU-625wJoaK9HVqd3mmAXICtu9BambWeyEjH0sNsR4A,"[1,2,1]",OpenSea,ta2nb,999999999,0,1000,2022/11/01
100701,Polygon Bridge,https://www.arweave.net/Wt9dL7_TgI0IvzN63jEXR65covpo25YPHpT6zaUycko?ext=png,https://www.arweave.net/x2jkj3vqNe2cFWEzXsvgGM1-TP96zeXiFZEQBJK08_A,"[1,3,3]",Polygon,eBoy,999999999,0,1000,2022/11/01
100801,Snapshot Chess Piece,https://www.arweave.net/-DuOOzXb4XzaieoIBTwf0ETDXfrPSe2_UNYsSSjOndU?ext=png,https://www.arweave.net/xypfDBAEX4HNkq1hmuR7pOEedL_FuVOXjL9fg2395H0,"[1,1,2]",Snapshot,eBoy,999999999,0,1000,2022/11/01
100802,Snapshot Add-on,https://www.arweave.net/WnCPLG6SQN3qNs3Hjq5Sgz-TvSHUVvfPIRS70lyooQg?ext=png,https://www.arweave.net/DB1JIaVotJNaoqAd84uYtSTU8w68JWzkxVujScIAMhY,"[1,2,1]",Snapshot,eBoy,999999999,0,1000,2022/11/01
100803,Snapshot Thunderbolt Tower,https://www.arweave.net/gUcQER55VZYmwVX2fSJaY2AF2X2YnXGyBSYtMT7jQ2o?ext=png,https://www.arweave.net/eMlFe_X1UzVb9fw9SlOpwZeuuK0CTit7L-K0VPYnbwg,"[1,1,4]",Snapshot,eBoy,999999999,0,2000,2022/11/01
100804,Snapshot Election Tower,https://www.arweave.net/Fomy1-xGo1lPqRECWy0MJ2BhJcgbRMFP6nQmRDdnpgw?ext=png,https://www.arweave.net/g47T2fKUo-ZfNFXkWhY3ee6nPJbs8mV7H6Xf6QhCa50,"[2,2,5]",Snapshot,eBoy,999999999,0,2000,2022/11/01
100805,Snapshot Building,https://www.arweave.net/DLE5IKP-uBHjhApi-z0sGZWqKoA2MfdtLzJEhJWMlQg?ext=png,https://www.arweave.net/4FoSzxbvvoZD0lr4uKVufNGKxGiolbq_QTMEYFvQRD0,"[2,1,4]",Snapshot,eBoy,999999999,0,3000,2022/11/01
100901,Smoothie Truck,https://www.arweave.net/SIaJWwPpNIGuG3EzjUhw0iZIz8zwJftCp9F__6DQmpI?ext=png,https://www.arweave.net/dyAh6nVAI5z9bvT6YLjxSAmwWEU8CxD8iJMOUwoOBkY,"[2,1,1]",Smoothie,Fuzuki,999999999,0,1000,2022/11/01
